,Name,Postal_Code,Coordinates,Venue Type
20142,TAN KOK BOON,679697,"[1.37047801891506, 103.766799773141]",Eating Establishment
20143,LEHAH BTE SALLEH,679697,"[1.37047801891506, 103.766799773141]",Eating Establishment
20144,MASHITA BINTE ABDULLAH,679697,"[1.37047801891506, 103.766799773141]",Eating Establishment
20145,WONG KIM NGOR,649370,"[1.35204084533242, 103.726657928521]",Eating Establishment
20146,NORMAH BINTE SALIM,649370,"[1.35204084533242, 103.726657928521]",Eating Establishment
20147,HAIRUNNISA BINTE MOHAMED AMRAN,649370,"[1.35204084533242, 103.726657928521]",Eating Establishment
20148,HO KIM TIN,649370,"[1.35204084533242, 103.726657928521]",Eating Establishment
20149,ROBIYAH BINTI HARON,649370,"[1.35204084533242, 103.726657928521]",Eating Establishment
20150,PAKER PICHAY HABIB RAHMAN,640815,"[1.34533232392524, 103.695850950525]",Eating Establishment
20151,NOORVAJAGATH PTE. LTD.,640815,"[1.34533232392524, 103.695850950525]",Eating Establishment
20152,YONG KANG YUAN PTE. LTD.,640815,"[1.34533232392524, 103.695850950525]",Eating Establishment
20153,KAI XUAN FOOD LLP,640815,"[1.34533232392524, 103.695850950525]",Eating Establishment
20154,KIMLY FOOD HOLDINGS PTE. LTD.,680302,"[1.38501654423548, 103.743339409916]",Eating Establishment
20155,SENG HUAT COFFEE HOUSE PTE. LTD.,680302,"[1.38501654423548, 103.743339409916]",Eating Establishment
20156,FOOD INSPIRE PTE. LTD.,680302,"[1.38501654423548, 103.743339409916]",Eating Establishment
20157,TASTY ROASTED CUISINE PTE. LTD.,680302,"[1.38501654423548, 103.743339409916]",Eating Establishment
20158,LAI MUI HIONG,688845,"[1.38327483805564, 103.7520245177]",Eating Establishment
20159,HAWA BINTE ESAK,688845,"[1.38327483805564, 103.7520245177]",Eating Establishment
20160,YEAP YOON HENG,688845,"[1.38327483805564, 103.7520245177]",Eating Establishment
20161,NORLELA BINTE OSMAN,688845,"[1.38327483805564, 103.7520245177]",Eating Establishment
20162,Salbiah Binte Mohamad,688845,"[1.38327483805564, 103.7520245177]",Eating Establishment
20163,NG YORK PIN,688845,"[1.38327483805564, 103.7520245177]",Eating Establishment
20164,GAN BOON WAH,688845,"[1.38327483805564, 103.7520245177]",Eating Establishment
20165,BOK SANG WAH,688845,"[1.38327483805564, 103.7520245177]",Eating Establishment
20166,QUAKE SIEW ENG,688845,"[1.38327483805564, 103.7520245177]",Eating Establishment
20167,CHARLIE WEE JWEE YEOK,659322,"[1.36433390661249, 103.750673669063]",Eating Establishment
20168,ONG SEOK HUI,659322,"[1.36433390661249, 103.750673669063]",Eating Establishment
20169,ONG TAI SOON,659322,"[1.36433390661249, 103.750673669063]",Eating Establishment
20170,KWAN YOKE LIN,659322,"[1.36433390661249, 103.750673669063]",Eating Establishment
20171,CHAN FONG,659322,"[1.36433390661249, 103.750673669063]",Eating Establishment
20172,KASMIRAH BTE KASPAN,659322,"[1.36433390661249, 103.750673669063]",Eating Establishment
20173,ZAILELA BTE HAMID,659322,"[1.36433390661249, 103.750673669063]",Eating Establishment
20174,LEE SIEW MING,659322,"[1.36433390661249, 103.750673669063]",Eating Establishment
20175,CHEONG LAI FONG DELLA,659401,"[1.36463912533321, 103.749294036695]",Eating Establishment
20176,HEREN CHEONG,659401,"[1.36463912533321, 103.749294036695]",Eating Establishment
20177,CHEONG POH YOKE,659401,"[1.36463912533321, 103.749294036695]",Eating Establishment
20178,SIM AH SANG @ LAU AH SANG,659401,"[1.36463912533321, 103.749294036695]",Eating Establishment
20179,LIM SUAT HAR,659401,"[1.36463912533321, 103.749294036695]",Eating Establishment
20180,ROSINAH BINTE SAJIMIN,659401,"[1.36463912533321, 103.749294036695]",Eating Establishment
20181,SITIHAYA HAMA,659401,"[1.36463912533321, 103.749294036695]",Eating Establishment
20182,ONG SIEW GNOH,659401,"[1.36463912533321, 103.749294036695]",Eating Establishment
20183,TOH GEOK HWA,689762,"[1.38143123987698, 103.747153671]",Eating Establishment
20184,CHONG BUAN,689762,"[1.38143123987698, 103.747153671]",Eating Establishment
20185,ROKIAH BINTE RASBAN,689762,"[1.38143123987698, 103.747153671]",Eating Establishment
20186,TOH BEE TIN,689762,"[1.38143123987698, 103.747153671]",Eating Establishment
20187,YAP BEE HONG,689762,"[1.38143123987698, 103.747153671]",Eating Establishment
20188,THASNEEM BANU D/O ABDUL LATIF,689762,"[1.38143123987698, 103.747153671]",Eating Establishment
20189,ONG QWEE CHENG,689762,"[1.38143123987698, 103.747153671]",Eating Establishment
20190,CHIA CHIEW LAN,689762,"[1.38143123987698, 103.747153671]",Eating Establishment
20191,LEE KWANG KEE GROUPS PTE. LTD.,640964,"[1.34201095788089, 103.692663279838]",Eating Establishment
20192,CHANG CHENG FOOD & BEVERAGE PTE. LTD.,640964,"[1.34201095788089, 103.692663279838]",Eating Establishment
20193,GREAT-EATER RESTAURANT PTE. LTD.,640964,"[1.34201095788089, 103.692663279838]",Eating Establishment
20194,POA BENG HOCK,640964,"[1.34201095788089, 103.692663279838]",Eating Establishment
20195,SRISUN PRATA . COM FOOD HOLDING'S PTE. LTD.,640964,"[1.34201095788089, 103.692663279838]",Eating Establishment
20196,TAN KENG SOON,640964,"[1.34201095788089, 103.692663279838]",Eating Establishment
20197,ENG WEE SEN (WENG WEISEN),640964,"[1.34201095788089, 103.692663279838]",Eating Establishment
20198,MY CHICKEN RICE STALL PTE. LTD.,640964,"[1.34201095788089, 103.692663279838]",Eating Establishment
20199,WANNEE DENKIRIYAPHONG,640959,"[1.34148123537153, 103.690721731576]",Eating Establishment
20200,UNITY HOUSE PTE. LTD.,640959,"[1.34148123537153, 103.690721731576]",Eating Establishment
20201,LIAO YIBIN,640959,"[1.34148123537153, 103.690721731576]",Eating Establishment
20202,NG SOON HENG,640959,"[1.34148123537153, 103.690721731576]",Eating Establishment
20203,TASTY ROASTED CUISINE PTE. LTD.,640959,"[1.34148123537153, 103.690721731576]",Eating Establishment
20204,GOLDEN ROOSTER PTE. LTD.,640959,"[1.34148123537153, 103.690721731576]",Eating Establishment
20205,OW MEI PENG (OU MEIPING),640959,"[1.34148123537153, 103.690721731576]",Eating Establishment
20206,GOH KOK HENG,640959,"[1.34148123537153, 103.690721731576]",Eating Establishment
20207,LIN YONGXIONG,640959,"[1.34148123537153, 103.690721731576]",Eating Establishment
20208,LIO MEE NYUK,640959,"[1.34148123537153, 103.690721731576]",Eating Establishment
20209,WAHEDAH BINTE MOHAMED SALLEH,640959,"[1.34148123537153, 103.690721731576]",Eating Establishment
20210,CM FOOD PTE. LTD.,680143,"[1.38049224194683, 103.753102744838]",Eating Establishment
20211,GOLDEN ROOSTER PTE. LTD.,680143,"[1.38049224194683, 103.753102744838]",Eating Establishment
20212,CHANG CHENG FOOD PARADISE PTE. LTD.,680143,"[1.38049224194683, 103.753102744838]",Eating Establishment
20213,SENG LAY HONG,680143,"[1.38049224194683, 103.753102744838]",Eating Establishment
20214,LAI KEE FOODSTUFF PTE. LTD.,680143,"[1.38049224194683, 103.753102744838]",Eating Establishment
20215,TAN SOI YOCK,680143,"[1.38049224194683, 103.753102744838]",Eating Establishment
20216,CHOO CHIANG ROASTED DUCKS & COOKED FOOD PTE. LTD.,680143,"[1.38049224194683, 103.753102744838]",Eating Establishment
20217,ONSHORE FOOD PTE. LTD.,729563,"[1.41855086078569, 103.74376125409]",Eating Establishment
20218,BAY SOCK HONG,729563,"[1.41855086078569, 103.74376125409]",Eating Establishment
20219,TEN TEN LIVE PTE. LTD.,680145,"[1.38150500437531, 103.752466910692]",Eating Establishment
20220,LEE AH CHOI,680145,"[1.38150500437531, 103.752466910692]",Eating Establishment
20221,TAN BOON HAI,680145,"[1.38150500437531, 103.752466910692]",Eating Establishment
20222,MOK HENG SOON,680145,"[1.38150500437531, 103.752466910692]",Eating Establishment
20223,RAJA PARIDAH BTE RAJA HARUN,680145,"[1.38150500437531, 103.752466910692]",Eating Establishment
20224,WONG YUET YENG,680145,"[1.38150500437531, 103.752466910692]",Eating Establishment
20225,ALI KHAN RESTAURANT PTE. LTD.,680145,"[1.38150500437531, 103.752466910692]",Eating Establishment
20226,HUANG YONG GUANG,680145,"[1.38150500437531, 103.752466910692]",Eating Establishment
20227,NUR AFIZAH,680145,"[1.38150500437531, 103.752466910692]",Eating Establishment
20228,CHIN KAM MAN,680145,"[1.38150500437531, 103.752466910692]",Eating Establishment
20229,LOCK KUM WAI (LUO JINWEI),680145,"[1.38150500437531, 103.752466910692]",Eating Establishment
20230,SIN HIN KEE DUCK ROASTED PTE. LTD.,729358,"[1.42231865593313, 103.750091023883]",Eating Establishment
20231,CHAI PHEY WAH,729358,"[1.42231865593313, 103.750091023883]",Eating Establishment
20232,GAO GUIGUAN,729358,"[1.42231865593313, 103.750091023883]",Eating Establishment
20233,KAVITHA RENGASAMY @KAVITHA D/O RENGASAMY,729358,"[1.42231865593313, 103.750091023883]",Eating Establishment
20234,CHA POH CHAN,729358,"[1.42231865593313, 103.750091023883]",Eating Establishment
20235,LEE GEOK CHOO,729358,"[1.42231865593313, 103.750091023883]",Eating Establishment
20236,CHAN SAI LOY,729358,"[1.42231865593313, 103.750091023883]",Eating Establishment
20237,SITI AISHAH BINTE RABO,729358,"[1.42231865593313, 103.750091023883]",Eating Establishment
20238,OH QINSHENG,729358,"[1.42231865593313, 103.750091023883]",Eating Establishment
20239,QILE PTE. LTD.,729358,"[1.42231865593313, 103.750091023883]",Eating Establishment
20240,CHU KIAN CHEAN,739505,"[1.43614106662083, 103.753717404323]",Eating Establishment
20241,PANG PAI PAI,739505,"[1.43614106662083, 103.753717404323]",Eating Establishment
20242,NG KWEE KIONG,739505,"[1.43614106662083, 103.753717404323]",Eating Establishment
20243,HENG CHOON MENG (WANG CHUNMING),739505,"[1.43614106662083, 103.753717404323]",Eating Establishment
20244,NEW CHETTY VILAS RESTAURANT & CATERING PTE. LTD.,739505,"[1.43614106662083, 103.753717404323]",Eating Establishment
20245,WENNY,739505,"[1.43614106662083, 103.753717404323]",Eating Establishment
20246,MENG FAN HONG,649884,"[1.34737934295091, 103.711938497735]",Eating Establishment
20247,CATHY AUNG,649884,"[1.34737934295091, 103.711938497735]",Eating Establishment
20248,KHANKAM THANCHANOK,649884,"[1.34737934295091, 103.711938497735]",Eating Establishment
20249,BADALING HOLDINGS PTE. LTD.,650413,"[1.36356572674155, 103.746596967526]",Eating Establishment
20250,NANGIM BIN SUJARI,650413,"[1.36356572674155, 103.746596967526]",Eating Establishment
20251,HALIPAH BTE KADIR,650413,"[1.36356572674155, 103.746596967526]",Eating Establishment
20252,NG TIAN HOCK,650413,"[1.36356572674155, 103.746596967526]",Eating Establishment
20253,JOYCE KEE LEE LIAN,650374,"[1.35798291106742, 103.750736425731]",Eating Establishment
20254,LIM LYE HING,650374,"[1.35798291106742, 103.750736425731]",Eating Establishment
20255,FLK PTE LTD,640907,"[1.34114017250984, 103.685930810656]",Eating Establishment
20256,JGB STEAMBOAT PTE. LTD.,640907,"[1.34114017250984, 103.685930810656]",Eating Establishment
20257,LOW ENG POH,640907,"[1.34114017250984, 103.685930810656]",Eating Establishment
20258,KIMLY FOOD HOLDINGS PTE. LTD.,650347,"[1.36227034200422, 103.75119293891]",Eating Establishment
20259,WEE BOON HUAT,650347,"[1.36227034200422, 103.75119293891]",Eating Establishment
20260,HUA ZAI FOOD HOLDINGS PTE. LTD.,650347,"[1.36227034200422, 103.75119293891]",Eating Establishment
20261,CHODEE FOOD HOLDINGS PTE. LTD.,650347,"[1.36227034200422, 103.75119293891]",Eating Establishment
20262,YE RONGMEI,650347,"[1.36227034200422, 103.75119293891]",Eating Establishment
20263,FEI SIONG (F&B) HOLDINGS PTE. LTD.,650347,"[1.36227034200422, 103.75119293891]",Eating Establishment
20264,PROSPERITY BLESSED FOOD PTE. LTD,650347,"[1.36227034200422, 103.75119293891]",Eating Establishment
20265,GARDEN CUISINE PTE. LTD.,650347,"[1.36227034200422, 103.75119293891]",Eating Establishment
20266,HASNAH BINTE HASSAN,649036,"[1.34268487634267, 103.68772398508]",Eating Establishment
20267,JAMALIAH BINTE NIN,649036,"[1.34268487634267, 103.68772398508]",Eating Establishment
20268,KOMENG,649036,"[1.34268487634267, 103.68772398508]",Eating Establishment
20269,TAN KAEE PING,649036,"[1.34268487634267, 103.68772398508]",Eating Establishment
20270,OOT AH ZOON,649036,"[1.34268487634267, 103.68772398508]",Eating Establishment
20271,TAN CHEW LING,649036,"[1.34268487634267, 103.68772398508]",Eating Establishment
20272,LEE AH CHUEE,649036,"[1.34268487634267, 103.68772398508]",Eating Establishment
20273,NORMALA BINTE MOHAMED ALI,659243,"[1.35415506887673, 103.754210374853]",Eating Establishment
20274,Tan Geok Eng,659243,"[1.35415506887673, 103.754210374853]",Eating Establishment
20275,E KO JAK @ ER SEE GIOK,659243,"[1.35415506887673, 103.754210374853]",Eating Establishment
20276,LEE SAI NA,659243,"[1.35415506887673, 103.754210374853]",Eating Establishment
20277,WARANG KHONGTHONG,659243,"[1.35415506887673, 103.754210374853]",Eating Establishment
20278,CHUA LECK CHOO,659243,"[1.35415506887673, 103.754210374853]",Eating Establishment
20279,MUSTAFA KAMAL B. ABDULLAH,659243,"[1.35415506887673, 103.754210374853]",Eating Establishment
20280,LOH CHIEW YIN JENNY,659243,"[1.35415506887673, 103.754210374853]",Eating Establishment
20281,AYESHA'S KITCHEN PTE. LTD.,650279,"[1.3481605165343, 103.757337287929]",Eating Establishment
20282,LOH CHENG HWEE,650279,"[1.3481605165343, 103.757337287929]",Eating Establishment
20283,CHANG CHENG FOOD PARADISE PTE. LTD.,650279,"[1.3481605165343, 103.757337287929]",Eating Establishment
20284,XIAO JIANSHE,650279,"[1.3481605165343, 103.757337287929]",Eating Establishment
20285,TAN KOK HUAT,650279,"[1.3481605165343, 103.757337287929]",Eating Establishment
20286,Liang Wei,650279,"[1.3481605165343, 103.757337287929]",Eating Establishment
20287,CHYE SIONG KHONG,650279,"[1.3481605165343, 103.757337287929]",Eating Establishment
20288,YONG SENG HENG CENTRE KITCHEN PTE. LTD.,650283,"[1.34694365753899, 103.757539380939]",Eating Establishment
20289,CAI BING BING,650283,"[1.34694365753899, 103.757539380939]",Eating Establishment
20290,NG HOCK PENG,650283,"[1.34694365753899, 103.757539380939]",Eating Establishment
20291,HUANG JINHUA,650283,"[1.34694365753899, 103.757539380939]",Eating Establishment
20292,LEE POH SOON,650373,"[1.35892457118178, 103.750397174291]",Eating Establishment
20293,CHANG CHENG FOOD & BEVERAGE PTE. LTD.,650373,"[1.35892457118178, 103.750397174291]",Eating Establishment
20294,ALPHA TRADING (UK ) PTE. LTD.,650373,"[1.35892457118178, 103.750397174291]",Eating Establishment
20295,TAN POH GIOK,650373,"[1.35892457118178, 103.750397174291]",Eating Establishment
20296,LIE YIN PING,650373,"[1.35892457118178, 103.750397174291]",Eating Establishment
20297,SIM HONG XUAN ANDREW,650373,"[1.35892457118178, 103.750397174291]",Eating Establishment
20298,CHANG CHENG FOOD PARADISE PTE. LTD.,650373,"[1.35892457118178, 103.750397174291]",Eating Establishment
20299,HUM TENG SENG,650506,"[1.3522483162653, 103.754663779161]",Eating Establishment
20300,KIMLY FOOD HOLDINGS PTE. LTD.,650371,"[1.35925940866068, 103.75069463109]",Eating Establishment
20301,LIM KENG HWA,650371,"[1.35925940866068, 103.75069463109]",Eating Establishment
20302,SHI QIUBO,650371,"[1.35925940866068, 103.75069463109]",Eating Establishment
20303,CHEONG CHIEW YOON,650371,"[1.35925940866068, 103.75069463109]",Eating Establishment
20304,AW SEN NEE,650371,"[1.35925940866068, 103.75069463109]",Eating Establishment
20305,KIMPO FOOD HOLDINGS PTE. LTD.,650371,"[1.35925940866068, 103.75069463109]",Eating Establishment
20306,F&B EMPIRES CATERING PTE. LTD.,650371,"[1.35925940866068, 103.75069463109]",Eating Establishment
20307,LOE SOO HAI,650371,"[1.35925940866068, 103.75069463109]",Eating Establishment
20308,TAN SIANG CHEW,650376,"[1.35831705249927, 103.749579868748]",Eating Establishment
20309,POH LAY YONG,650376,"[1.35831705249927, 103.749579868748]",Eating Establishment
20310,HE WEI,650376,"[1.35831705249927, 103.749579868748]",Eating Establishment
20311,APRIL LUM WEI SHAN,650376,"[1.35831705249927, 103.749579868748]",Eating Establishment
20312,LEONG BEE LIAN,650376,"[1.35831705249927, 103.749579868748]",Eating Establishment
20313,LIN CHANGCHUN,650376,"[1.35831705249927, 103.749579868748]",Eating Establishment
20314,TAN KOON TING,650376,"[1.35831705249927, 103.749579868748]",Eating Establishment
20315,NG KAM LEN,650376,"[1.35831705249927, 103.749579868748]",Eating Establishment
20316,WONG FOO KEOW,650376,"[1.35831705249927, 103.749579868748]",Eating Establishment
20317,TAN ENG KWEE,669569,"[1.35687432327893, 103.76307054149]",Eating Establishment
20318,AW LAY KENG,669569,"[1.35687432327893, 103.76307054149]",Eating Establishment
20319,SAFUAN BIN ABU AMIN,669569,"[1.35687432327893, 103.76307054149]",Eating Establishment
20320,CHUA YADA,650359,"[1.36134370379955, 103.75123068355]",Eating Establishment
20321,CHUA KIAN HIAN,650359,"[1.36134370379955, 103.75123068355]",Eating Establishment
20322,LOH LAM HOI,650359,"[1.36134370379955, 103.75123068355]",Eating Establishment
20323,LAI WOON YONG,650359,"[1.36134370379955, 103.75123068355]",Eating Establishment
20324,LOH CHENG HOOI,650359,"[1.36134370379955, 103.75123068355]",Eating Establishment
20325,ANIDAH BTE ALI,649332,"[1.34765310418837, 103.721523716371]",Eating Establishment
20326,Tijah Binte Yaim,649332,"[1.34765310418837, 103.721523716371]",Eating Establishment
20327,KEE AH LIAN,649332,"[1.34765310418837, 103.721523716371]",Eating Establishment
20328,SARINA BINTE RAWI,649332,"[1.34765310418837, 103.721523716371]",Eating Establishment
20329,AHMAD FATIMAH BINTE ABDUL RAZAK,649332,"[1.34765310418837, 103.721523716371]",Eating Establishment
20330,NG TECK LOH,649332,"[1.34765310418837, 103.721523716371]",Eating Establishment
20331,LIM ENG,649332,"[1.34765310418837, 103.721523716371]",Eating Establishment
20332,KAMISAH BINTE DOLLAH,649332,"[1.34765310418837, 103.721523716371]",Eating Establishment
20333,LIM BENG TONG,649406,"[1.34721844938907, 103.722581522719]",Eating Establishment
20334,ROSLENA BINTE ZAKARIA,649406,"[1.34721844938907, 103.722581522719]",Eating Establishment
